5,16
6,40
44,93
24,45
14,23
7,17
50,184
22,118
25,117
25,124
54,190
11,45
35,102
30,117
11,11
21,47
41,150
30,100
50,106
44,146
28,78
50,172
17,20
28,55
47,95
53,175
12,10
3,63
40,172
6,39
37,137
11,36
38,59
9,13
22,80
53,192
44,172
5,53
7,18
20,91
18,62
10,37
7,-18
55,207
13,81
43,122
48,199
19,45
9,25
32,59
17,101
26,51
49,121
28,91
18,60
1,40
34,57
55,186
7,37
24,100
27,129
14,7
41,178
3,-28
44,96
13,-3
39,135
33,139
36,152
16,99
31,56
46,158
52,189
16,8
1,-42
34,69
50,172
49,198
6,-20
49,172
11,34
45,183
48,162
45,174
2,-48
9,33
4,66
38,132
5,14
50,185
28,47
45,144
38,79
6,5
38,151
53,146
3,-23
51,194
45,185
47,92
11,31
1,45
16,18
37,96
43,172
9,78
36,102
40,81
8,52
12,9
43,164
24,80
44,96
10,-3
51,185
17,5
47,143
19,95
44,183
8,-16
24,27
15,45
7,74
1,35
5,-1
55,156
40,97
27,98
27,114
31,136
18,49
16,28
38,142
35,107
46,157
38,154
15,92
55,181
46,112
45,119
30,37
9,-8
3,-10
3,12
21,107
48,168
52,192
29,136
36,58
47,106
23,76
33,141
49,155
50,151
11,37
32,76
36,93
39,171
6,19
2,55
53,149
36,55
54,189
24,120
22,65
4,43
33,56
22,120
22,46
28,49
38,125
42,105
51,157
4,-1
12,65
24,91
38,157
53,201
7,-19
49,132
11,22
17,8
3,-16
11,-3
52,147
4,30
9,9
9,81
52,202
32,105
49,106
37,160
41,75
18,68
52,123
51,154
3,31
32,86
41,80
30,56
41,98
55,189
47,160
7,-18
28,114
33,115
3,4
28,43
28,59
41,107
51,161
30,131
34,113
7,61
24,35
20,47
37,163
15,31
9,69
28,90
14,87
54,145
4,-27
4,2
14,72
11,9
1,17
55,131
51,171
42,134
52,120
29,66
24,114
14,26
32,129
55,216
33,67
40,74
37,166
25,35
32,101
50,172
34,110
40,127
32,60
29,73
19,54
37,60
5,21
50,108
15,40
46,191
27,45
31,54
45,145
21,85
27,84
4,27
12,4
23,118
24,99
51,179
31,85
8,23
9,16
37,137
19,12
21,60
6,14
1,-9
7,-3
26,74
11,76
50,199
51,190
10,-17
19,38
19,110
39,135
6,-24
4,45
23,96
16,13
36,79
20,90
14,73
39,129
16,-5
35,73
55,146
28,48
45,119
2,15
25,77
11,69
27,69
50,196
20,58
7,28
50,110
44,98
4,56
32,101
30,136
14,8
48,132
30,134
29,68
9,76
55,172
49,124
18,53
5,21
40,88
22,58
14,74
52,178
54,209
39,65
33,105
10,47
12,53
12,-2
31,78
45,85
19,11
18,2
15,64
33,95
37,148
22,67
37,166
51,199
3,-42
41,131
31,129
10,-13
45,117
7,70
7,65
2,31
40,134
24,23
40,138
2,-12
19,71
1,30
47,156
10,46
41,174
52,153
40,140
30,56
13,54
49,170
36,113
8,63
24,21
16,92
1,-42
19,72
9,23
38,142
45,83
16,43
41,96
38,65
37,76
6,-16
7,-19
20,102
11,23
18,12
12,85
5,-14
4,-43
39,143
43,113
18,100
33,99
50,101
23,92
47,178
41,138
10,3
44,170
27,116
9,37
39,154
1,-30
55,212
50,158
8,35
51,184
9,-5
1,51
40,76
44,187
21,102
8,-9
39,143
44,152
17,0
50,170
27,131
8,55
42,126
42,155
45,150
17,86
27,76
41,126
19,106
19,38
7,26
53,143
21,101
51,146
25,24
45,168
53,161
8,29
8,25
46,137
54,192
24,28
25,74
27,115
50,196
17,103
16,23
54,113
50,162
51,177
3,-40
12,18
53,116
15,17
6,52
51,129
33,93
26,108
10,24
16,50
19,44
25,32
18,33
24,46
44,162
8,36
25,59
20,65
40,69
21,98
19,16
28,38
18,85
3,40
44,182
49,172
26,110
9,4
7,-29
54,129
3,56
26,74
20,90
7,75
18,36
39,120
55,183
38,64
12,-10
2,-42
41,73
41,175
3,16
4,20
1,-28
44,142
30,64
29,116
23,45
11,5
28,126
5,5
12,79
35,86
39,84
46,152
15,9
54,130
54,155
2,55
4,31
11,1
16,10
10,62
4,26
50,203
45,146
33,152
36,69
32,76
35,60
8,-24
48,197
55,196
31,75
49,92
18,47
35,53
23,112
27,64
54,168
34,63
21,35
16,55
55,114
2,41
10,-8
18,108
5,24
39,105
5,29
52,111
12,-7
4,-30
17,93
12,1
50,165
38,126
35,155
22,12
31,105
23,55
32,96
10,44
42,179
25,93
43,137
49,146
55,202
9,81
2,-36
49,173
31,41
52,165
35,57
1,43
46,175
28,53
9,-8
8,51
7,22
28,81
24,50
48,192
10,39
49,131
17,20
36,54
6,62
39,145
47,156
11,8
25,31
13,54
4,-38
42,127
45,99
26,129
25,105
43,110
42,158
35,89
30,88
44,174
19,77
32,142
24,40
10,8
3,51
35,80
52,121
44,174
39,152
34,57
4,-15
9,22
24,126
31,140
4,-30
30,117
29,122
42,128
45,161
48,143
34,54
41,165
35,152
36,63
38,120
18,21
37,92
11,-19
44,97
47,145
25,40
47,194
12,84
42,111
31,118
6,47
8,25
21,109
1,57
23,85
27,126
44,108
15,20
13,16
7,18
52,125
35,95
21,66
25,100
35,73
26,98
40,172
42,130
44,184
19,35
20,35
49,98
44,168
40,126
21,17
14,21
23,65
3,-11
39,171
20,60
22,71
37,127
30,81
35,94
34,114
17,9
27,71
1,33
27,54
19,105
34,83
41,126
37,57
43,184
7,38
4,14
18,81
4,65
15,19
19,89
16,53
50,133
34,107
39,171
19,21
8,46
4,64
9,-28
54,191
41,94
13,15
49,92
49,200
21,31
48,124
33,97
17,62
33,88
55,126
5,9
44,122
42,122
11,81
31,130
36,75
36,125
30,144
18,78
18,7
10,46
31,129
38,158
24,35
21,97
41,150
9,76
24,125
31,55
45,164
41,168
36,140
48,127
48,160
3,-24
9,5
13,24
30,118
37,123
40,112
12,3
6,15
47,124
28,46
52,172
37,58
53,197
44,177
17,90
34,116
53,191
46,192
52,191
4,-8
52,210
43,89
26,70
15,64
9,46
31,41
25,129
33,138
4,-27
38,133
6,18
43,109
8,59
26,29
41,127
17,48
29,45
44,135
29,127
7,34
27,36
5,38
44,81
27,52
52,192
46,127
17,83
10,76
11,63
34,58
52,171
55,199
27,72
38,129
45,169
45,159
33,84
17,8
27,119
34,112
22,20
7,-15
27,71
40,90
36,135
1,4
23,46
9,13
26,57
1,-45
25,68
23,90
46,163
47,116
26,52
10,50
15,11
51,162
37,135
28,41
41,114
38,61
8,69
1,-9
3,-7
49,126
13,43
6,30
19,14
4,-8
53,138
34,132
42,122
42,89
26,89
48,149
43,148
20,36
41,159
12,-11
55,157
19,56
41,75
15,36
30,97
31,124
36,93
33,50
22,13
46,128
22,48
25,24
39,114
49,199
3,-30
47,162
16,23
37,138
37,148
51,148
6,3
8,21
50,139
5,33
7,47
52,142
37,125
53,158
11,10
25,51
12,19
45,160
33,116
51,149
34,116
7,18
53,119
3,57
31,66
6,69
55,142
19,77
34,51
22,64
19,31
12,26
50,178
18,9
45,150
8,66
53,193
51,130
10,7
35,101
37,163
42,153
26,105
49,161
18,7
12,64
16,-6
45,90
14,74
34,144
53,185
24,82
27,80
52,112
2,-49
37,142
31,143
22,11
39,145
3,33
11,82
35,124
53,169
45,188
8,55
27,130
30,96
1,-21
6,48
22,26
39,148
55,150
23,32
47,186
28,111
46,95
7,8
51,117
35,146
37,163
14,70
41,83
11,20
46,126
29,46
36,143
33,112
34,133
5,65
15,72
34,112
47,108
15,29
18,38
38,117
49,163
21,51
10,29
28,39
15,46
40,141
31,65
28,124
8,35
55,129
5,19
49,173
13,0
33,112
43,110
51,135
14,80
33,63
14,80
39,75
23,95
36,107
9,16
16,49
48,171
9,4
45,116
42,149
6,-14
49,93
54,211
18,25
38,160
36,74
32,127
6,-22
9,-22
32,111
34,111
18,90
25,57
30,129
12,77
32,116
37,67
28,73
35,90
21,97
14,32
5,37
27,98
18,40
49,153
24,50
3,31
3,-34
41,113
28,70
37,138
19,3
35,85
53,160
26,133
45,93
1,40
31,148
33,77
9,37
53,186
8,52
54,180
10,-25
49,116
49,138
4,10
47,140
30,129
2,20
1,-47
52,208
43,178
14,23
29,35
18,91
33,70
2,54
17,88
35,66
11,23
49,159
27,135
4,27
43,108
13,27
16,100
38,133
46,168
38,82
37,93
41,133
9,-4
26,31
22,92
4,18
35,104
35,81
27,58
31,142
5,70
50,185
43,168
35,155
24,125
23,107
51,157
2,-37
38,133
40,113
14,71
34,61
29,126
15,53
52,144
20,86
47,171
5,-38
50,110
12,85
9,18
25,52
55,120
26,37
3,-40
43,75
2,-12
8,55
42,148
14,71
29,57
36,75
8,32
40,113
50,130
24,34
10,-1
31,80
42,90
18,4
30,117
10,9
28,74
29,138
37,103
54,210
42,83
35,67
49,142
53,112
22,45
40,150
27,124
33,54
41,139
32,147
29,120
36,163
17,104
38,117
47,120
30,88
50,107
43,109
12,-10
38,130
34,157
46,116
18,99
26,132
41,143
42,148
23,30
43,139
44,112
41,73
20,102
17,21
53,146
18,45
54,156
25,40
14,77
46,160
37,60
37,93
38,83
1,-27
21,22
26,30
18,30
53,147
38,105
27,66
53,154
42,169
47,86
35,100
12,-2
55,175
44,131
49,145
10,52
21,90
33,151
44,142
5,-14
3,-2
9,-12
55,207
22,52
36,74
3,50
45,111
40,76
43,108
44,146
32,137
22,109
31,44
27,113
39,147
28,137
40,84
13,23
45,129
34,108
44,110
23,105
9,25
2,-24
27,114
46,136
15,87
23,68
31,64
41,146
55,132
35,105
15,60
4,4
43,151
2,0
38,93
36,98
23,37
34,143
24,52
5,-35
47,138
36,121
45,152
29,59
29,53
1,-16
20,8
41,104
55,209
40,173
31,141
45,187
5,57
32,84
17,103
30,84
48,107
4,-2
19,45
2,-45
21,54
5,-23
55,185
55,145
48,150
22,58
29,104
35,108
37,108
20,89
33,151
51,175
2,-9
33,76
4,12
36,125
22,104
22,49
30,94
35,148
46,115
27,119
1,-12
8,46
44,116
28,101
34,135
49,114
29,140
21,98
31,111
46,121
32,57
15,77
16,75
35,107
11,-2
11,50
51,100
24,85
44,94
3,10
51,146
16,46
26,97
21,97
24,91
9,9
23,67
10,-20
14,87
37,95
33,141
30,47
44,146
14,97
36,153
41,99
23,81
9,-9
38,156
13,3
8,33
54,128
36,133
30,129
47,141
45,80
22,37
31,56
45,171
4,67
55,162
12,70
41,148
43,143
10,0
10,30
20,94
32,124
45,156
32,49
41,154
22,59
6,31
48,119
33,92
27,104
24,17
46,161
24,84
7,36
41,161
50,141
4,13
47,94
43,116
40,73
30,134
2,25
40,157
14,-3
37,67
15,88
39,134
46,119
23,36
47,117
28,107
29,46
8,-14
13,-8
36,65
44,171
26,23
3,6
49,199
18,26
46,161
3,4
53,172
26,125
40,97
44,145
14,19
5,-16
32,128
29,70
13,42
19,34
12,76
46,183
51,200
4,-40
41,138
15,66
26,98
8,64
30,88
8,1
52,183
53,146
42,73
26,126
24,56
12,16
46,145
30,101
54,157
11,-6
54,168
8,31
42,133
8,-11
1,-45
23,70
30,134
27,38
10,53
13,15
6,-26
32,102
30,141
29,129
23,47
23,15
51,152
4,-18
45,97
39,107
34,132
46,93
51,146
28,52
25,79
13,84
1,16
8,2
41,72
19,12
47,159
26,86
49,137
18,51
40,139
26,89
1,-45
1,-47
18,29
30,119
28,82
5,-10
44,174
33,64
5,14
29,84
27,116
11,-18
49,92
6,-10
41,74
48,96
6,30
13,30
22,116
24,56
10,16
22,73
52,202
49,95
8,-15
32,118
19,33
53,199
24,113
35,140
48,112
29,81
52,137
15,87
1,53
32,128
49,116
27,76
22,18
13,91
16,41
1,-31
51,127
19,55
5,46
7,-8
4,-23
22,77
8,9
33,89
51,184
14,33
15,13
18,51
37,158
47,108
19,86
1,36
30,124
17,17
37,77
9,14
6,-4
14,55
39,164
11,0
14,37
26,71
2,-1
33,116
19,101
6,-16
17,11
41,77
46,171
42,175
21,107
48,151
55,167
24,107
15,65
33,57
33,112
23,104
32,135
50,115
52,148
51,132
6,25
5,29
28,97
44,128
33,55
11,25
22,34
35,57
36,132
22,115
4,61
44,164
36,80
18,80
19,105
15,59
45,167
27,89
46,112
9,-4
29,140
10,-19
32,54
47,164
4,9
48,194
16,66
55,177
21,91
38,153
52,124
10,42
39,131
50,138
53,140
19,41
55,134
53,184
20,102
15,19
8,78
8,33
37,97
2,42
35,98
40,115
32,87
37,93
16,59
15,24
37,123
13,90
25,63
20,92
26,68
48,97
39,75
46,113
55,179
41,108
49,190
53,141
38,91
40,134
11,21
48,165
52,129
2,-41
32,123
9,58
42,122
33,76
10,-2
27,133
54,216
26,25
43,105
14,-3
33,54
44,114
34,83
47,161
33,99
19,84
1,13
36,112
7,1
51,133
19,3
47,123
20,91
41,80
5,13
48,133
39,90
53,165
36,129
27,55
24,74
10,46
34,113
42,130
40,125
40,169
12,18
36,109
21,28
18,24
39,87
11,59
13,89
5,-1
29,136
6,34
18,50
30,62
8,12
4,36
17,98
31,75
15,40
35,53
15,-8
13,27
28,136
11,72
8,55
34,144
54,202
48,151
21,11
27,123
10,61
38,104
24,116
4,0
25,24
53,204
13,4
8,45
28,41
11,27
12,77
42,105
32,87
38,167
34,61
39,115
16,48
27,38
13,1
21,32
41,74
46,91
51,139
20,6
29,88
54,136
24,93
29,90
11,-1
17,44
30,131
34,65
53,105
44,150
4,-8
29,46
29,119
2,-17
47,188
27,133
19,34
53,114
17,83
24,113
45,91
40,133
23,75
7,-3
38,83
15,12
37,148
5,20
11,49
38,152
51,141
5,48
22,107
5,-20
46,155
44,154
7,-4
7,27
18,-1
29,121
32,140
10,-14
20,91
21,81
52,107
7,3
42,171
48,91
1,4
51,206
19,48
34,55
30,44
7,66
48,158
3,39
31,40
1,-51
37,129
20,19
52,158
10,2
1,-37
26,41
1,-13
15,14
12,91
9,23
36,85
1,27
13,12
29,96
45,186
50,181
6,-17
15,55
25,84
44,181
2,38
11,-17
11,1
52,166
24,110
15,85
4,0
1,-11
47,111
29,78
18,31
9,21
33,59
35,129
6,46
24,54
21,94
54,132
6,48
10,79
30,136
47,139
1,48
39,100
21,61
53,134
34,128
46,191
33,143
34,72
3,-30
31,72
14,89
10,-9
43,135
49,134
55,146
4,21
36,77
45,131
55,132
42,83
40,135
20,88
13,70
38,122
18,30
4,-30
23,51
1,-45
19,89
10,76
26,47
30,127
45,161
15,28
12,-19
41,94
22,109
41,93
52,128
26,68
19,88
4,-4
33,46
2,43
52,126
38,96
48,161
41,73
35,105
26,29
26,102
43,110
39,152
28,48
25,76
19,31
20,98
42,168
40,163
14,12
44,96
11,67
20,8
14,3
27,79
45,177
40,143
19,57
40,104
40,147
15,39
10,-19
37,142
21,97
28,129
44,124
28,34
7,-30
17,17
46,94
19,90
55,218
20,101
12,45
50,173
44,80
41,135
15,23
54,174
24,125
4,17
47,86
24,62
12,-4
50,186
34,124
9,78
28,45
16,80
12,-19
24,65
45,138
26,56
36,125
54,189
45,134
17,100
41,81
24,75
45,158
18,24
22,89
13,13
55,194
5,-36
17,38
47,165
54,217
39,97
47,138
27,85
21,58
30,91
43,169
38,102
4,29
21,52
42,83
53,170
32,49
50,143
13,64
44,161
54,107
24,18
32,43
44,185
46,183
27,59
44,101
27,132
14,83
32,90
40,92
3,-31
36,128
41,68
13,75
38,78
22,98
44,175
26,72
25,40
5,-16
7,-15
19,78
27,48
39,103
9,54
3,40
22,101
42,180
6,37
7,36
32,94
53,145
6,-12
45,126
1,-39
25,129
42,121
21,27
30,58
26,46
53,128
12,11
43,181
37,84
20,72
28,59
12,-15
13,85
32,132
41,79
45,178
10,78
55,152
29,137
43,98
26,118
40,119
30,130
35,131
19,101
16,83
48,156
48,153
22,59
23,14
28,98
33,46
25,108
22,75
55,115
33,100
42,151
18,80
48,142
40,75
4,22
47,113
19,63
16,81
8,-2
44,153
13,-13
10,-14
13,-4
51,131
49,153
6,68
48,89
24,71
47,115
38,149
42,77
37,113
22,15
11,71
15,45
53,197
17,106
40,108
45,156
48,89
11,48
37,135
4,-7
29,43
51,193
53,111
18,77
34,123
40,143
33,83
12,32
51,104
55,158
28,69
33,62
1,-23
26,54
14,-11
40,94
6,55
9,5
28,77
36,89
29,96
27,45
19,82
16,24
36,150
21,57
23,46
47,131
24,84
52,186
37,139
17,84
7,-8
11,37
7,69
42,74
47,117
7,59
34,146
42,131
34,133
45,170
36,57
50,164
36,128
5,-33
6,13
46,117
29,85
18,22
27,70
43,104
34,148
46,142
44,84
31,122
26,53
20,81
53,158
49,102
33,79
4,46
42,140
30,121
12,67
13,5
25,41
55,198
17,55
41,148
22,98
53,128
1,22
55,185
53,183
44,160
43,140
47,151
4,44
29,52
10,24
49,187
48,167
9,18
27,54
19,48
10,49
39,139
16,96
16,17
55,181
53,194
24,73
25,86
15,28
14,-5
46,84
7,43
18,104
44,100
46,108
35,98
19,74
48,184
5,70
10,75
9,-26
42,116
8,27
21,100
24,56
22,70
1,-6
23,117
